Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
RWE Dea AG CA,RWE Dea AG,DE,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2014-12-11 => 2024-12-10,RSA 2048 / sha256WithRSAEncryption,4bebc4721eaa8a4d19d947c5c587ab98,501CA0E53B2C7CC32082DEBA5AE11CAE7FEB7B28,7FC6CAB96C16C850F457DCBBFB893539EA2664395F2409693789F41BFD64714E,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
BT Secure Email CA G3,British Telecommunications plc,GB,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2014-12-16 => 2024-12-14,RSA 2048 / sha256WithRSAEncryption,24c447944d9bbff5cf44c090bba2a510,3A191AA93F792C092E1DD822C27D17B51555A3F0,3064BE03D9595B94E5123DF90D78ACECF1E7EC54552C35667A6871163CA7D1B2,BT Class 2 CA - G3,British Telecommunications plc,GB,Symantec Trust Network
TrustWise G3,British Telecommunications plc,GB,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2014-12-16 => 2024-12-14,RSA 2048 / sha256WithRSAEncryption,1ee775eede5e5f50c90300577bf1f2e8,ED09CFC465C20D6C6B05F0D6A01BDE340EB96FA8,DD563A271590588CC055685E368CB02F6DED343186358B3A3814B2AA97005525,BT Class 2 CA - G3,British Telecommunications plc,GB,Symantec Trust Network
BT Class 2 CA - G3,British Telecommunications plc,GB,Symantec Trust Network,2014-12-16 => 2024-12-15,RSA 2048 / sha256WithRSAEncryption,08e90b09364834ebfef7e28c1c71d40b,0C758714ADBAF481B151198B9F13E4C284F30CEE,4FD95AFC505C1CCB5ADA4BA00B049456FC8F7BFB73AD0C1A9B61F2F8E8EE4279,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
BT Class 2 CA - G3,British Telecommunications plc,GB,Symantec Trust Network,2014-12-16 => 2024-12-15,RSA 2048 / sha256WithRSAEncryption,5908b3f251b1a87a71eea2fe4d3bcbd4,A1E6EC17407AC52D1761ADD98964A300EABA5652,AA257A6CE4A1EB7F6A508B5037D81DE2782C8D8AEA0127DE1E31150218BEDA75,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Cloudflare Inc RSA CA-2,"Cloudflare, Inc.",US,,2020-01-27 => 2024-12-31,RSA 2048 / sha256WithRSAEncryption,02d89a1573f3b3b8da145b5838982907,99976FFD4634930ADD8736D16503568E1A21C6CD,AEC863898F284D6CD4C6A3F6C3E6523480A359C33DAF66FAD3381849B8BB018B,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",US,,2020-01-27 => 2024-12-31,EC 256 / sha256WithECEncryption,0a3787645e5fb48c224efd1bed140c3c,B3DD7606D2B5A8B4A13771DBECC9EE1CECAFA38A,3ABBE63DAF756C5016B6B85F52015FD8E8ACBE277C5087B127A60563A841ED8A,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Symantec Class 2 Employee CA - G3,Symantec Corporation,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-01-06 => 2025-01-05,RSA 2048 / sha256WithRSAEncryption,1c372dcbb9703e6bb73ef3fad10b4206,F19ED092689032129526B7FC973A6129C3BBAFCE,2F320624CC3EBC01796080BEDEB5B2ED916F02A0AE5F537EDC4766BC455659DD,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Yaana,"Yaana Technologies, LLC",US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-01-06 => 2025-01-05,RSA 2048 / sha256WithRSAEncryption,24780201934a5b2740d65d3a46c56d9c,2C6AAC7347B4F04A11219B7E044E1537EDB95B3D,7C73C0E9D52BC63E713110DA4705C7CECCB4D49F1F5FED0B6D1A707E63A4E31C,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Oracle SSL CA - G2,Oracle Corporation,US,Symantec Trust Network,2015-01-06 => 2025-01-05,RSA 2048 / sha256WithRSAEncryption,3135bb7e6de2663ab0e233e6b0e1a5cc,0386D939CF7BA788552734185BEAD0B13E873914,E4AF2FAE41187D58F209B01B1D8753C2DCCB3F601CE86273E37E8738C2A5CCB5,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
HydrantID EV SSL ICA G1,HydrantID (Avalanche Cloud Corporation),US,,2015-01-13 => 2025-01-13,RSA 4096 / sha256WithRSAEncryption,5bfdd1bb152d106baa6d6d17e73c561f0dd9c8ca,EB8D39FBB9A5B753646A73556900C453876A6A8D,80FDE428212AF0CA0AC531EEE6ED2DF3D3C2A4557DFCE857070FC947922E9B24,QuoVadis Root CA 2,QuoVadis Limited,BM,
QuoVadis EV SSL ICA G1,QuoVadis Limited,BM,,2015-01-13 => 2025-01-13,RSA 2048 / sha256WithRSAEncryption,73da5afa23d93fba842e0a20f401c9d86e24fc5d,628532B73DBB41A5862AE4AFF749E67ACBCBB560,3FE8BE392A08684B99F497E618C7DDF5A02A4289BF9D08E595045931BFBA814F,QuoVadis Root CA 2,QuoVadis Limited,BM,
Plex Devices High Assurance CA,"Plex, Inc.",US,,2015-01-14 => 2025-01-14,RSA 2048 / sha256WithRSAEncryption,0e390db57e6716959264de50f3ed592f,5DDA5309DD4ADD68D22ADF61A1DD9EB39EC67480,48A7C9C5A36734FC9E204D63CE6BBBCD9E21C1978604760CD8D30D6F4C67B67C,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Corepoint Direct Intermediate CA,Corepoint Health,US,,2015-01-14 => 2025-01-14,RSA 2048 / sha256WithRSAEncryption,05b60d635544534278b24a48bcd8e8e3,1A9B160563BC27E23F6CA9EA4C5D18F3DDA7D08D,CD2640957CF88610470CEFD409D85D9BE05962F7D6C2999C4F431ABCCC34118C,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
iShare Medical Direct Intermediate CA,iShare Medical,US,,2015-01-14 => 2025-01-14,RSA 2048 / sha256WithRSAEncryption,0728be4e2d23504fb44bb6d7ed21bab7,AD7937A799CD888A08BAA603A253759FDF73253E,4C0A5888C34AA01B745F4EBA268696B2CCB3F4AA31C8EDCB3AFE8FA84CB74CC1,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
IBM New Zealand Limited Public CA,IBM New Zealand Limited,NZ,Symantec Trust Network,2015-02-03 => 2025-02-02,EC 256 / sha384ecdsaWithECEncryption,7c8e8ff07bca9c7a1ab3e26be3729410,DC4BC2BDA3A87D5F8FB18D73CABFBC4EF696D612,A6AE7959A195749CA887386FA04482BD169DC1157E312D301B0D5C333FAF2B02,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
NGA CA G3,National Geospatial-Intelligence Agency,US,,2020-02-05 => 2025-02-05,RSA 2048 / sha256WithRSAEncryption,0e8a31cb2b471c2d7631cb3f10e95545,92AEF696D7FB7A25D78E0A0F29555B9028149C84,357985D17EF02893AB63FE0EE4C464B8AD3A4B05EF72B27AE73D7258C8996FB8,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
NBN Co Limited Public Issuing CA - G2,NBN Co Limited,AU,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-02-10 => 2025-02-09,RSA 2048 / sha256WithRSAEncryption,5ea880b36c55681682203f11e48327f4,9BFB825F23B8D69BF1FFF1840DFCAC83D7EE1B10,758F496C9928A3C67E0D50D03D2E2CAAFF733D427E57AB5FEE7D5AC4153C4071,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Microsoft SMIME CA,Microsoft Corporation,US,Microsoft Certificate Services,2018-02-09 => 2025-02-09,RSA 4096 / sha256WithRSAEncryption,0ed735fc19c816b69570ffa3b665f9d2,87AD9C33CDEAFD295DB78757011BD8238B8A2BFE,4919F64D664397933DE8A1B4E8808DFA0A6A8CD79A34957B79B5AE6BD1AE4895,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Jax HR Saint Vincents HIE CA,Jax Health Records - SV HIE,US,Orion Health Direct Secure Messaging,2015-02-16 => 2025-02-16,RSA 2048 / sha256WithRSAEncryption,0c03ae8086fbacdddd35adf818f0979c,EFABA80CF00268CE78B5F21C11CF3494FED2751C,3D2928A2988227CE4EBC319AA34E6552E9D98839D5CE2114E79F8F5EC2BF9DE0,Orion Health Direct Secure Messaging CA,Orion Health Inc.,US,Orion Health Direct Secure Messaging
Oklahoma State Department of Health CA,Oklahoma State Department of Health,US,Orion Health Direct Secure Messaging,2015-02-16 => 2025-02-16,RSA 2048 / sha256WithRSAEncryption,04793aaa351a61ae7f2756a5e524b014,E1245959AF582F9AF0B101198CD85C97970765F9,77ABE65DF4BE94E5EC222FC905E1233F8C77D6B3AE2933346A0C2FC3B2F1F560,Orion Health Direct Secure Messaging CA,Orion Health Inc.,US,Orion Health Direct Secure Messaging
KIBS Verba CA,KIBS AD Skopje,MK,VeriSign Trust Network,2010-02-23 => 2025-02-22,RSA 2048 / sha1WithRSAEncryption,5d606088b2bdfa6790aa5b02ac455520,ACBAA28DC8CA474C52BF88761D70E38E1B2BFDDD,DC6D1DAF475DD116449FDF69FE8DE710698854292A1767DC73364644A5B345AE,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
ADACOM CA for EU Qualified e-Signatures,ADACOM S.A.,EL,"Symantec Trust Netwotk,Adacom Trust Services",2017-02-28 => 2025-02-27,RSA 4096 / sha256WithRSAEncryption,6d38a673a77644d678fd089eac83e434,25498C04418748CD3CFB9305D77BB3AC14DD56F9,7F13ED050C5A08EB2669FBE8D45F162429904BD2AF02D3889F914444288D8DFA,ADACOM CA for EU Qualified e-Signatures,ADACOM S.A.,EL,"Symantec Trust Netwotk,Adacom Trust Services"
ADACOM CA for EU Qualified e-Seals,ADACOM S.A.,EL,"Symantec Trust Netwotk,Adacom Trust Services",2017-02-28 => 2025-02-27,RSA 4096 / sha256WithRSAEncryption,273cc160c28df0ccd57b04f229f82773,A6E648DBEF054A0075EB5DBAFB00E1DE7A1993D6,30F71B4E4C2DF72AC30A6C4CD5C9E92E4F06CE9A246DF8875E43403838458F0C,ADACOM CA for EU Qualified e-Seals,ADACOM S.A.,EL,"Symantec Trust Netwotk,Adacom Trust Services"
ADACOM CA for EU Qualified e-Seals,ADACOM S.A.,EL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA,Adacom Trust Services",2017-03-02 => 2025-03-01,RSA 4096 / sha256WithRSAEncryption,28d75e777a2c286635fbb048457f1fd6,3F0632323FF5222618974FEAE594F226BFDD9792,4A0A95BB673802D699038707925972E4BDC215D2952C6B4D62FF70936C5B49FB,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
ADACOM CA for EU Qualified e-Signatures,ADACOM S.A.,EL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA,Adacom Trust Services",2017-03-02 => 2025-03-01,RSA 4096 / sha256WithRSAEncryption,392bf9093cf700eec224520fc97dc64b,9803A13941675EFDA4EC39A82FBC8286ECCACF65,214F05BAC58E05C6BD636402CA264E80172AF6ECF07EE41C6CCC62BA64F7EDF3,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
ADACOM CA for EU Qualified e-Seals,ADACOM S.A.,EL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA,Adacom Trust Services",2017-03-02 => 2025-03-01,RSA 4096 / sha256WithRSAEncryption,0a80bc749f3fc8f6c50bde231af701a6,F1D7EB24045525BDE205FF621071035356315945,DCE5AB8FDDD1A3CD890E79013A3C01CB22BAFC12FE1DC16F9F423A36DAE747C7,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
ADACOM CA for EU Qualified e-Signatures,ADACOM S.A.,EL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA,Adacom Trust Services",2017-03-02 => 2025-03-01,RSA 4096 / sha256WithRSAEncryption,73680ebd27ba6dc4df1ee2fbd900f565,7988172BCCC03BE7323400883353970AFBA33BD3,027466AD7F9063E00BE76126AB870035C20E1FCB89B3247766C841BD5272326F,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Thomson Reuters Special Services CA,Thomson Reuters Special Services LLC,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-03-05 => 2025-03-04,RSA 2048 / sha256WithRSAEncryption,7926c71d3974e1432399a1455c01978a,E60ADAC957C0F07D791DA6583A81D5312217DA02,BFC05BC249D92B892CE288A0E85F0E96BB9150F741719D9B73EB41EB89D49241,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Hewlett Packard Enterprise Collaboration CA,Hewlett Packard Enterprise Company,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-03-17 => 2025-03-16,RSA 2048 / sha256WithRSAEncryption,2352c53c5d8cd0e3c80b3ab061ecb63d,A2B85983B4222F8E1FF5E068895E0CC3D915DE6C,2EAA4251B3FFDD3AE904833A08B7FE1E7717C17082455C07F6F6DA902CBAC5D0,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
ZIPAIR-Public-CA,"ZIPAIR Tokyo, K.K.",JP,,2020-03-25 => 2025-03-25,RSA 2048 / sha256WithRSAEncryption,0e6d2e238465ef0998ffca9572fbef5d,23A04C4CDCA7E3F75EDD984E0ADBFA41C0791101,7E882B1CC5439B7FB95A05943C5A8F40DAE75AADBB6B624C55EDD94624EFA0E3,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Symantec Class 2 Shared Intermediate Certificate Authority - G2,Symantec Corporation,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-04-23 => 2025-04-22,RSA 2048 / sha256WithRSAEncryption,1bc530dd2df052e80d3606d48df65f92,6E24A9545834E2CF2C51CFD492A2129403A82F45,68E63395029061641385B8AFF77F6D66F2D1FD87A821630D27EC3645C9FE235D,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Optum Public Trust CA 1,Optum,US,,2015-04-28 => 2025-04-28,RSA 2048 / sha256WithRSAEncryption,01b74ed7e1bab54ee1e27e9c59acb5b6,72AAFBD5D68BB0B427CCA3FF6A09CD0298B5A43B,253E3C9732DF8874C3D54DA522C1711142C98C2CEA7664635152A89A03EE9364,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
MedicaSoft Direct Intermediate CA,MedicaSoft LLC,US,MedicaSoft Direct Messaging,2015-04-28 => 2025-04-28,RSA 2048 / sha256WithRSAEncryption,0ffceba644f85aafff1c45bcb2dd74c2,E9F761B8D2BE9BE719B7D4D37DDD2A193EA240A0,51A6E2ED41040AAE8E089FBABFE26A38D656F5B0855635352FEE9598286BB021,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
Apple IST CA 2 - G1,Apple Inc.,US,Certification Authority,2018-12-12 => 2025-05-07,RSA 2048 / sha256WithRSAEncryption,0552c7effeec292ba9f1387b07af929f,31134A0F94F8A5A6154B5D095F6837E8358D391D,C9B06CC083186220618E61A8772640F824DF69D561AD56BDC15AD56D0CE08608,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Apple IST CA 8 - G1,Apple Inc.,US,Certification Authority,2018-12-12 => 2025-05-07,EC 256 / sha256WithECEncryption,0a48d57c65fb0e6cf704a3645f1418e4,43673E88AFF8A34B839211F4C8193397E64CB306,5C29DBEA9B7CC8B02418F28C1C8736DFDF170665D098EF681D903BE76987D249,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Apple Public Server ECC CA 2 - G1,Apple Inc.,US,,2018-12-12 => 2025-05-07,EC 256 / sha256WithECEncryption,05aecad3a2d246d587ec9391711d1114,A4E3320652BAA227C39D29FF63A2AD1615700EF6,DA8546816D891C1241E9387DE436D1B9F7EA70DBA1EB3D25F58271CE816A7ABC,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Apple Public Client RSA CA 2 - G1,Apple Inc.,US,,2018-12-12 => 2025-05-07,RSA 2048 / sha256WithRSAEncryption,0d4e55bbbadfa78c14398d94abed2fbc,EE64C62D9A242D0B476E8E49B58546DB8C36C97D,32B4B3768CA5A4D80E9DF8D557B7424F80AF5560B1148D05548DC3D76A7ED619,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Apple Public Server RSA CA 2 - G1,Apple Inc.,US,,2018-12-12 => 2025-05-07,RSA 2048 / sha256WithRSAEncryption,0b799aef7b9ded2b418b8d3eaa3a8f7c,B3A42F540F53F6882090CD1B738779215759BA96,F518F0BB716521F0A26FDB40C304FF9B82FBDBE7ACBD46BF0EF23A180188EB5C,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Cybertrust Japan Public CA G3,"Cybertrust Japan Co., Ltd.",JP,,2016-11-15 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,054340d0a2c4cc8111faa8377d46e06f,C05265396B57CA49CCB2B03C9C59CD76BC5D9157,EB57F205113A581147E0F1D97328274FB030EC69EEC89CA297DCF55A3FB4463C,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
DigiCert Baltimore CA-1 G2,DigiCert Inc,US,www.digicert.com,2015-10-14 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,05da0deca735a1bc5c36d51ed5ead7ba,759540EAE3C302BC3E0E2443C1C2E435B52B8E8D,BF1CB0E213D8D3C70BAE89429FC16DE2C74F755963D1B9B488BD0260DBC91B9C,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
DigiCert Baltimore CA-2 G2,DigiCert Inc,US,www.digicert.com,2015-12-08 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,0182f8098ea2e626b91a3b27841fb9af,A9D53002E97E00E043244F3D170D6F4C414104FD,F9690880819F06CDCC0B2F224B207F2AF6003FB57339B8679A160FA95208D62D,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
DigiCert Baltimore EV CA,DigiCert Inc,US,www.digicert.com,2015-10-14 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,09ccdc9f99344b52d37b305376d6c2c5,F8D0BE9D0D96F15B435B6F8B1DA375818F356663,D46931E0182DD655EA0C16E6DD99F8E61AFFE401F734C6CA8EA0056A968EAF81,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com,2016-12-07 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,0f5bc3a176cb789e2020c7893c8167b4,FB20FA8A6A93B375F054814F9E00273EA51A6138,6DACBB8945137B1DAD4211B0436EFBE06F12ACE36904973B45AE25740823D369,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com,2016-12-07 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,03bad1d3f56cf1218e8def57dc4195bb,2B723184E84F8F7A675ADF5AFF8B38FA65878083,CBF8FB77660167E6BAACD0DF77CDA397D0117EE2BEEA23B935317F8BB5B5E3B0,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Trust Technologies Global CA,Telecom Italia Trust Technologies S.r.l.,IT,Digital Identity and Security,2017-08-24 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,05f2d7efd8c6bbed2da22ee8dc74b30f,B06C452D64C880C712EC5D6E1243021988A58B82,191E0B48B78B7EFA4822A465AD69B34405B878D10BD853D8E57CB8B9D9E50B8B,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Trust Technologies Global Client CA,Telecom Italia Trust Technologies S.r.l.,IT,Digital Identity and Security,2017-08-24 => 2025-05-10,RSA 2048 / sha256WithRSAEncryption,015c70daf2223843d438d8f004d900c2,B93C1FA6B77C47F568653C6B248AADDA4A8B5062,AA6A2380A7E8254DAD4620AE0895DE74047F33F5268758DCF27C4D280B384A50,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Symantec Class 3 ECC 256 bit EV CA - G2,Symantec Corporation,US,Symantec Trust Network,2015-05-12 => 2025-05-11,EC 256 / sha256WithECEncryption,71223ca522185eac44cf1770d1a8aa5d,0B69D3713F1B0584F1C88945A85B4CEB5FCFD721,663636C03FD0B5B171F2B04407C3DF767B349C8A990D87CE485898166E2B5120,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 256 bit SSL CA - G2,Symantec Corporation,US,Symantec Trust Network,2015-05-12 => 2025-05-11,EC 256 / sha256WithECEncryption,3f9287be9d1da4a37a9df6282e775ac4,FE3C41901F3659C6EDDC0C1C2D85D0B20E649614,2E2861289B5CCEDECAE4C31BF262E0FB0C29B6C1530573442731CA65D821E901,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
Belgium Root CA2,,BE,,2013-10-10 => 2025-05-12,RSA 2048 / sha1WithRSAEncryption,04000000000141a1e134ba,86A6AA3E9887E73E4BC346BF41A169703FD7E523,CFFA9C01EC59C29E718D0DD0EF5479F09B51C95780AFB7BD69D3C8054AFE4D28,Cybertrust Global Root,"Cybertrust, Inc",,
Belgium Root CA3,,BE,,2013-10-10 => 2025-05-12,RSA 4096 / sha1WithRSAEncryption,04000000000141a1e1393e,6812585BB6595F2015790F17A47FD7880346CCED,F75A4D49A52B043FC7324B8F263AC8A9B7BD22A328868588BDFC937D3C396EB6,Cybertrust Global Root,"Cybertrust, Inc",,
Belgium Root CA4,,BE,,2013-10-10 => 2025-05-12,RSA 4096 / sha256WithRSAEncryption,04000000000141a1e13d26,5FE6DFF5D52CAE327A37C8A1C654CDB31325BA09,8460CCAEA91B0E805AB51C7CD46DDF2E8C1C494806D88B1FE2ED313D1D487E2E,Cybertrust Global Root,"Cybertrust, Inc",,
Baltimore CyberTrust Root,Baltimore,IE,CyberTrust,2000-05-12 => 2025-05-12,RSA 2048 / sha1WithRSAEncryption,020000b9,D4DE20D05E66FC53FE1A50882C78DB2852CAE474,16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Baltimore Cybertrust Validation 2025,"DigiCert, Inc.",US,,2019-05-07 => 2025-05-12,RSA 2048 / sha256WithRSAEncryption,05bd61fd269d804c9a6c1e876f70f032,0AA4617C85E14E2B1F8287312AEE5C81D6BE3632,B0A82CCE16EE61A2C133A0C3A36F4585F6E0A43E5C1639C515518BDD7895CAE6,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
KIBSTrust Issuing CA for e-Seals,KIBS AD Skopje,MK,"Class 2 DigiCert PKI Platform Individual Subscriber CA,KIBS AD Trust Services",2019-06-24 => 2025-05-12,RSA 4096 / sha256WithRSAEncryption,0e99c387276568e05f4be5ca9d1b7adb,B5A5E3D7E4320C266F0E3347FB232B603F97795C,DCC56622FF0D2091FB9FFC9F67C2D350499669C6298DA8DE9AC41A488BB9D9E4,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
KIBSTrust Issuing CA for e-Signatures,KIBS AD Skopje,MK,"Class 2 DigiCert PKI Platform Individual Subscriber CA,KIBS AD Trust Services",2019-06-24 => 2025-05-12,RSA 4096 / sha256WithRSAEncryption,0f5f12d3fc361edeb611c5ad2f2dd0b2,826C4721C72B97A72BDAA74AD13AEDB152B4FBE5,011055D4857FD901038EBA1D0F0364082BD3F78C690B0C770BF944BC264B7EB0,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Nedbank Limited Public CA,Nedbank Limited,ZA,Class 2 DigiCert PKI Platform Individual Subscriber CA,2019-07-02 => 2025-05-12,RSA 2048 / sha256WithRSAEncryption,09c15865f5600e7f8761547a080de87e,8B26C95DC41034493132A07485D06A029F87A9F5,4946337D3954305F36770EE8317F67CFEFF3943576828BF55C1538476B4A20D8,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Trust Italia Class 2 Consumer Individual Subscriber CA - G3,Trust Italia S.p.A.,IT,,2020-05-28 => 2025-05-12,RSA 2048 / sha256WithRSAEncryption,04654748db104cea2c6a8020d32cd48c,093CAF0A72483CD4E6E24278F319906AFEBB8260,6FE3B4A7A9A852559C1DF7EA407FAF3D9BF176F40E51A145D57690FA287C056B,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Trust Italia Class 1 Consumer Individual Subscriber CA - G3,Trust Italia S.p.A.,IT,,2020-05-28 => 2025-05-12,RSA 2048 / sha256WithRSAEncryption,0247825007a2e2b94e501c71610677da,B315A748F0E85F9913F62354E7D0828CA58B0219,3A4EC03793078A0DEC14DE70E57BD7FB03BF62FF29CEE2B6147E38A208D721A9,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Trust Italia Class 2 Managed PKI Individual Subscriber CA - G3,Trust Italia S.p.A.,IT,,2020-05-28 => 2025-05-12,RSA 2048 / sha256WithRSAEncryption,087022d16648583e4b7310526f386d05,6BEFD8BCCABB21A37E981B001CFB63130BAA3AB2,C424DC3AD626D443FCAEA97103CB648B9E7632BC8CD93C96DABB1D605937211D,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Sonavation IoT CA,"Sonavation, Inc.",US,sonavation.com,2015-05-19 => 2025-05-19,RSA 2048 / sha256WithRSAEncryption,0bf4a7ae22e5109daf9398231cc3db3c,1A5FC12EDFE788C8EDA1DB1FF6C412FD32E7F387,4C56CA7A3C10EB58765E0FFCF8035C57C9F3BDB014862F676756CF789193F10E,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Plex Devices High Assurance CA2,"Plex, Inc.",US,,2015-05-19 => 2025-05-19,RSA 2048 / sha256WithRSAEncryption,0da3784d303377f0b50bcbcedcaaa33a,56DD6095426F418FC6908BFEA3C53E2039FD5784,50D3D71FC0CD7E36ADAE32221FEFBE8CC29B2676BA326C09B8FA1B24DBE75514,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
AAMC Direct Intermediate CA,Anne Arundel Medical Center,US,AAMC Direct Messaging,2015-05-28 => 2025-05-28,RSA 2048 / sha256WithRSAEncryption,0b6957df612f5190a590dca544b775a1,3C2C135BC01B3DF5B2F85AB78BB83698F1377116,BB1C01E884DD0919AB94D5AF5575CD6FEB71E560B2B58735A78B150A10D54BF3,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
